LSFJOBID,argparse.shots,argparse.mode,argparse.pub,argparse.label,argparse.noisescalefactor,argparse.noisemodel,argparse.target,num_shots,estimator_precision,estimator_type,cpu_cores,time_start,lambda_noise,expectation_value,time_end,time_elapsed,CZ_gates,CZ_depth,fidelity
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_88992.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.12937221,2025 09 12-07 03 17 PM,4:05:11.996630,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_9868528.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.15284604,2025 09 12-07 03 17 PM,4:05:12.059593,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_7916334.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.16926236,2025 09 12-07 03 23 PM,4:05:18.527212,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_9622379.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.16769133,2025 09 12-07 04 00 PM,4:05:55.432175,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_4859155.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 04 41 PM,1.0,-6.16562539,2025 09 12-11 10 00 PM,4:05:19.405540,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_9996789.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.15885431,2025 09 12-07 03 13 PM,4:05:08.279185,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_1000159.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.17016329,2025 09 12-07 03 25 PM,4:05:20.108654,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_6224454.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.13071844,2025 09 12-07 03 01 PM,4:04:56.393007,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_8101772.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.18575325,2025 09 12-07 03 03 PM,4:04:58.519750,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_7618548.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.18828205,2025 09 12-07 04 20 PM,4:06:15.083186,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_8062063.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.15299533,2025 09 12-07 03 14 PM,4:05:09.398957,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_1237405.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.15860217,2025 09 12-07 03 08 PM,4:05:03.488606,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_7209253.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.18023041,2025 09 12-07 03 40 PM,4:05:34.674511,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_7123202.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.1527223,2025 09 12-07 03 17 PM,4:05:12.384353,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_1014479.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.18405656,2025 09 12-07 03 43 PM,4:05:38.307071,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_8664627.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.20253575,2025 09 12-07 03 42 PM,4:05:37.321596,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_3854719.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 43 PM,1.0,-6.15610863,2025 09 12-11 08 51 PM,4:05:07.572361,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_3215894.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 04 00 PM,1.0,-6.20075547,2025 09 12-11 09 04 PM,4:05:04.002531,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_9733050.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 36 PM,1.0,-6.21047471,2025 09 12-11 08 38 PM,4:05:02.079159,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_4483318.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.17929461,2025 09 12-07 03 14 PM,4:05:08.658919,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_4011510.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 31 PM,1.0,-6.14545269,2025 09 12-11 08 35 PM,4:05:03.188886,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_6910588.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.20562947,2025 09 12-07 03 03 PM,4:04:58.208946,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_9733397.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.1532554,2025 09 12-07 03 11 PM,4:05:06.365310,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_2598896.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 36 PM,1.0,-6.14582346,2025 09 12-11 09 36 PM,4:05:59.812361,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_4826761.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 04 02 PM,1.0,-6.18790714,2025 09 12-11 09 09 PM,4:05:06.825748,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_3452793.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 44 PM,1.0,-6.1945905,2025 09 12-11 09 08 PM,4:05:24.103714,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_2639930.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 04 00 PM,1.0,-6.15864313,2025 09 12-11 09 21 PM,4:05:20.874013,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_899124.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 40 PM,1.0,-6.17258329,2025 09 12-11 08 54 PM,4:05:14.183199,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_6760572.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 31 PM,1.0,-6.16852988,2025 09 12-11 08 28 PM,4:04:56.892894,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_2281906.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.18098372,2025 09 12-07 03 15 PM,4:05:10.104676,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_673838.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.1559235,2025 09 12-07 03 41 PM,4:05:35.873021,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_6490339.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 31 PM,1.0,-6.18124094,2025 09 12-11 08 39 PM,4:05:07.425116,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_1904496.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 37 PM,1.0,-6.18149049,2025 09 12-11 08 41 PM,4:05:03.354284,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_3549587.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 59 PM,1.0,-6.16462238,2025 09 12-11 09 08 PM,4:05:08.375797,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_1931652.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 04 02 PM,1.0,-6.174401,2025 09 12-11 09 47 PM,4:05:44.318370,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_9971038.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 36 PM,1.0,-6.17013174,2025 09 12-11 09 13 PM,4:05:37.082139,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_5015571.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 32 PM,1.0,-6.17692322,2025 09 12-11 09 22 PM,4:05:50.395913,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_5092212.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.14999487,2025 09 12-07 03 19 PM,4:05:13.581176,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_9870452.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.14518401,2025 09 12-07 03 07 PM,4:05:01.920926,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_6886162.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 32 PM,1.0,-6.19258579,2025 09 12-11 08 46 PM,4:05:14.830648,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_25094.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 36 PM,1.0,-6.17861633,2025 09 12-11 08 49 PM,4:05:12.494511,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_6350226.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 04 05 PM,1.0,-6.16593982,2025 09 12-11 08 50 PM,4:04:44.818463,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_7052414.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 38 PM,1.0,-6.17202353,2025 09 12-11 08 50 PM,4:05:12.717552,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_9213009.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 04 27 PM,1.0,-6.18325024,2025 09 12-11 09 54 PM,4:05:26.247693,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_6489677.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-02 58 05 PM,1.0,-6.19330102,2025 09 12-07 03 16 PM,4:05:11.057891,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_20705.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 32 PM,1.0,-6.16463918,2025 09 12-11 08 13 PM,4:04:41.092196,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_5775066.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 34 PM,1.0,-6.19475482,2025 09 12-11 08 33 PM,4:04:59.544516,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_7550334.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 34 PM,1.0,-6.16726352,2025 09 12-11 08 44 PM,4:05:10.651637,85,12,0.978
15407642,1000,4,adaptaqcaer_030_noise1p000_target_ibm_pittsburgh_2025-08-10T18:59:40+00:00_seed_6097161.pub.pkl,030,1.0,ibm_pittsburgh_2025-08-10T18:59:40+00:00.properties.pkl,ibm_pittsburgh_2025-08-10T18:59:40+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 09 12-07 03 31 PM,1.0,-6.15526077,2025 09 12-11 09 18 PM,4:05:46.947464,85,12,0.978
